Day,Date,Team A,Team B,TA player 1,TA player 2,TA player 3,TA player 4,TA player 5,TA player 6,TA player 7,TA player 8,TA player 9,TA player 10,TA player 11,TB player 1,TB player 2,TB player 3,TB player 4,TB player 5,TB player 6,TB player 7,TB player 8,TB player 9,TB player 10,TB player 11
33,14/03/2018,lyon,amiens,199482,189681,180334,139860,228618,227234,234906,235569,221639,202556,207948,176994,186567,234624,234514,204886,186197,220245,214949,203128,169281,211321
33,14/03/2018,rennes,metz,200332,178251,231263,231361,224196,206167,153296,190674,214097,194845,235353,180739,203581,194196,225859,200298,112365,209288,183820,234910,183982,188289
33,14/03/2018,nantes,dijon,201325,219693,216643,207924,203884,192205,209304,208787,223874,204819,190716,204240,210434,51620,197937,237548,213030,211927,198817,187988,205257,193226
33,14/03/2018,strasbourg,saint-etienne,176772,183766,235552,223284,203177,197813,235042,235041,200966,193147,203736,167628,183556,158626,190868,187052,192722,230144,177712,204612,193476,212023
33,14/03/2018,lille,guingamp,239342,238346,198949,210520,239363,225945,236480,206436,234128,226110,237631,190120,210394,167936,234930,204338,231102,187924,226414,49488,134779,202035
33,15/03/2018,montpellier,bordeaux,200726,200677,163665,223597,226166,239136,225126,234612,192242,227667,183389,158121,201315,194727,215699,241486,220609,217605,184271,112244,224218,193290
33,15/03/2018,troyes,marseille,188597,231098,201523,181559,208449,208862,3665,216237,233550,163796,212428,107298,208520,219681,183280,185221,210896,177388,227236,212273,203280,204970
33,15/03/2018,paris-sg,monaco,193105,207865,146530,164240,183512,210008,183898,202166,226226,191180,179813,192593,229712,201042,215792,227873,163407,213565,209499,162347,212692,167397
33,25/03/2018,caen,toulouse,5594,179789,212219,227222,163804,184706,241238,230042,203435,188397,241960,231691,231633,231235,208615,198067,235173,197681,167933,193983,196932,182945
34,20/03/2018,nantes,rennes,201325,207924,203884,232693,226515,199393,209304,210450,208787,190716,204819,200332,178251,231263,207745,231361,224196,206167,236998,168293,214097,194845
34,20/03/2018,dijon,lyon,204240,51620,197937,234730,237548,213030,198817,211927,187988,205257,212613,199482,180334,189681,139860,228618,216594,227234,234906,235569,202556,207948
34,21/03/2018,marseille,lille,107298,208520,163083,183280,204472,224030,177388,185221,205632,204970,183483,239342,198949,200353,210520,238346,225945,236480,213874,206436,234128,237631
34,21/03/2018,guingamp,monaco,190120,210394,167936,204338,169069,231102,187924,49488,134779,228093,202035,225710,229712,190547,227873,215792,216393,213565,209499,162347,212692,234924
34,21/03/2018,toulouse,angers,231691,231633,231235,198067,208615,235173,197681,167933,193983,196932,182945,49472,184873,184190,189946,199313,213388,178160,183453,219792,186161,224069
34,21/03/2018,amiens,strasbourg,176994,186567,202672,234624,138704,204886,186197,220245,203128,169281,211321,176772,183766,215383,235552,203177,197813,235042,200966,193147,220905,203736
34,21/03/2018,metz,caen,180739,203581,182166,225859,194196,112365,209288,183382,183820,183982,188289,5594,179789,181456,227222,212219,240802,163804,239312,205190,188397,221740
34,22/03/2018,nice,montpellier,215223,158625,215703,193470,192725,213242,216451,230020,206467,186627,216388,200726,200677,163665,226166,153260,225139,225126,213325,223570,183389,227667
34,22/03/2018,saint-etienne,troyes,167628,183556,197688,158626,190868,187052,192722,225085,230144,201533,193476,188597,208862,215388,208449,231098,181559,3665,216237,233550,163796,212428
34,22/03/2018,bordeaux,paris-sg,158121,201315,241486,209301,215699,217605,184271,112244,222737,224218,193290,193105,207865,146530,183512,225850,210008,191180,226226,232411,231747,179813
35,27/03/2018,montpellier,saint-etienne,200726,200677,163665,226166,239136,153260,225126,213325,192242,183389,231041,167628,183556,197688,158626,190868,187052,192722,177712,204612,193476,212023
35,28/03/2018,lyon,nantes,199482,189681,180334,228618,139860,216594,227234,234906,235569,202556,207948,201325,216643,207924,203884,199393,209304,210450,208787,223874,240351,190716
35,28/03/2018,monaco,amiens,192593,190547,163407,227873,209499,213565,162347,229011,221701,212692,167397,176994,186567,202672,234514,204886,186197,214949,203128,220245,211321,225584
35,28/03/2018,strasbourg,nice,176772,183766,223284,235552,203177,197813,200966,220905,235042,197480,203736,215223,158625,215703,192725,193470,213242,230020,216451,235554,186627,216388
35,28/03/2018,bordeaux,dijon,158121,201315,241486,209301,215699,217605,184271,112244,222737,209519,224218,204240,210434,225934,197937,234730,237548,213030,239145,211927,198817,205257
35,28/03/2018,troyes,caen,188597,208862,231098,215388,208449,216482,213313,3665,216237,233550,212428,5594,179789,181456,227222,212219,163804,184706,205190,230042,208017,210534
35,28/03/2018,lille,metz,215698,238346,198949,200353,210520,225945,236480,206436,234128,226110,237631,180739,203581,182166,194196,225859,112365,209288,183382,183820,183982,188289
35,29/03/2018,rennes,toulouse,200332,178251,231263,231361,224196,206167,190674,214097,236998,194845,235353,231691,231633,231235,198067,208615,235173,197681,167933,193983,196932,182945
35,29/03/2018,angers,marseille,49472,184873,212449,189946,199313,213388,178160,183453,209781,219792,224069,107298,183280,219681,204472,224030,205632,185221,227236,212273,203280,204970
35,29/03/2018,paris-sg,guingamp,193105,146530,201510,164240,225850,183898,202166,226226,49370,231747,179813,190120,210394,167936,239210,204338,231102,187924,49488,134779,228093,202035
36,04/04/2018,amiens,paris-sg,176994,138704,186567,202672,234624,186197,214949,203128,220245,211321,225584,193105,207865,201510,202371,225850,183898,191180,226226,232411,49370,179813
36,06/04/2018,saint-etienne,bordeaux,167628,159147,183556,197688,158626,187052,192722,177712,204612,193476,212023,158121,201315,241486,209301,215699,184271,205391,217605,222737,224218,193290
36,06/04/2018,lyon,troyes,199721,189681,180334,139860,228618,216594,234906,235569,227234,202556,207948,188597,208862,231098,215388,181559,208449,216482,213313,233550,216237,212428
36,06/04/2018,caen,monaco,5594,179789,212219,227222,163804,184706,241238,230042,188397,221740,208017,192593,190547,227873,240024,163407,213565,162347,216393,229011,212692,237708
36,06/04/2018,rennes,strasbourg,200332,231263,207745,231361,224196,178251,206167,190674,214097,215245,235353,176772,235552,223284,183766,203177,197813,235042,193147,220905,197480,203736
36,06/04/2018,nantes,montpellier,201325,216643,207924,203884,232693,199393,210450,208787,223874,190716,204819,200726,163665,218540,200677,239136,225139,225126,223570,192242,183389,231041
36,06/04/2018,dijon,guingamp,204240,225934,197937,234730,237548,210434,239145,213030,211927,198817,205257,190120,167936,239210,210394,169069,231102,187924,49488,134779,228093,202035
36,06/04/2018,metz,angers,180739,182166,225859,200298,112365,234910,183382,183820,209288,183982,188289,49472,184873,212449,189946,199313,213388,178160,183453,209781,219792,224069
36,06/04/2018,toulouse,lille,231691,231633,231235,208615,198067,213556,222982,235173,193983,211239,182945,215698,238346,198949,210520,239363,211382,206436,236480,234128,237631,226110
36,06/04/2018,marseille,nice,163705,163083,204472,219681,236987,177388,185221,205632,227236,203280,204970,215223,158625,215703,193470,192725,212886,216451,230020,206467,186627,216388
37,11/04/2018,guingamp,marseille,190120,210394,239210,167936,204338,178051,187924,49488,134779,228093,202035,163705,208520,219681,236987,224030,210896,205632,190502,227236,203280,204970
37,12/04/2018,paris-sg,rennes,188943,207865,202371,183512,225850,163711,183898,226226,232411,49370,231747,200332,231263,207745,219789,231361,224196,206167,190674,236998,214097,215245
37,12/04/2018,strasbourg,lyon,176772,204105,47860,203177,223284,197813,235041,220905,235042,200966,203736,199721,189681,139860,228618,230578,216594,227234,234906,235569,202556,207948
37,12/04/2018,monaco,saint-etienne,192593,215792,190547,227873,240024,209499,213565,162347,216393,212692,237708,167628,159147,183556,197688,158626,190868,187052,225085,230144,201533,193476
37,12/04/2018,nice,caen,215223,158625,215703,193470,192725,213242,212886,216451,206467,186627,216388,204883,222926,179789,227222,163804,206577,230042,203435,208017,188397,221740
37,12/04/2018,montpellier,troyes,200726,200677,163665,239136,218540,225139,225126,223570,192242,183389,231041,188597,208862,231098,215388,208449,213313,3665,216237,233550,111503,195912
37,12/04/2018,bordeaux,toulouse,158121,201315,241486,215699,209301,217605,205391,112244,222737,224218,193290,231691,231633,212282,231235,208615,189207,213556,235173,193983,196932,182945
37,12/04/2018,angers,nantes,49472,184873,212449,189946,199313,183453,213388,178160,209781,219792,224069,201325,216643,207924,203884,199393,192205,210450,223874,240351,204819,206141
37,12/04/2018,lille,dijon,215698,238346,198949,210520,239363,236480,213874,206436,234128,226110,237631,204240,210434,225934,197937,234730,237548,213030,198817,211927,205257,210722
37,12/04/2018,amiens,metz,176994,202672,234624,234514,204886,186197,214949,203128,234622,211321,225584,219793,194196,235818,112365,209288,234910,183820,183382,211099,239025,188289
38,19/04/2018,caen,paris-sg,204883,222926,179789,181456,212219,227222,163804,241238,230042,208017,188397,193105,207865,202371,183512,225850,210008,163711,191180,232411,49370,241496
38,19/04/2018,troyes,monaco,188597,208862,231098,215388,208449,3665,216237,228592,233550,111503,195912,192593,215792,190547,201042,240024,209499,213565,162347,216393,237708,212692
38,19/04/2018,lyon,nice,199721,180334,189681,228618,139860,216594,227234,234906,235569,202556,207948,215223,158625,215703,193470,192725,213242,212886,216451,206467,186627,216388
38,19/04/2018,marseille,amiens,163705,163083,204472,208520,236987,224030,185221,210896,205632,204970,183483,176994,138704,186567,202672,234624,204886,186197,220245,203128,169281,211321
38,19/04/2018,rennes,montpellier,200332,231263,207745,219789,231361,224196,206167,190674,236998,214097,215245,200726,200677,163665,239136,218540,225139,225126,213325,183389,227667,224032
38,19/04/2018,metz,bordeaux,180739,235818,225859,112365,234910,183820,236590,209288,183382,239025,188289,158121,201315,241486,209301,215699,217605,205391,184271,222737,224218,193290
38,19/04/2018,saint-etienne,lille,167628,159147,183556,158626,190868,187052,192722,225085,177712,204612,212023,215698,198949,210520,236723,239363,225945,236480,213874,234128,226110,237631
38,19/04/2018,nantes,strasbourg,201325,216643,207924,203884,199393,192205,210450,223874,240351,204819,206141,224442,204105,235552,47860,223284,203177,235041,235042,200966,193147,203736
38,19/04/2018,toulouse,guingamp,231691,231633,207746,198067,208615,213556,197681,189207,235173,196932,182945,190120,167936,234930,204338,178051,226414,231102,187924,188696,134779,228093
38,19/04/2018,dijon,angers,204240,225934,51620,197937,234730,237548,243478,211927,198817,205257,210722,49472,184873,184190,189946,212449,213388,228509,209781,230107,219792,224069
